"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"337","SI",2022-04-16,92.5,-1.41,6.48,"Taillon, Jameson",622761,592791,"","ball",NA,NA,NA,NA,12,"Jorge Mateo out on a sacrifice bunt, pitcher Jameson Taillon to first baseman Anthony Rizzo.   Austin Hays to 2nd.","R","R","R","BAL","NYY","B",NA,"",0,0,2022,-0.99,1.3,0.28,3.99,NA,NA,669720,0,3,"Bot",NA,NA,NA,NA,624431,NA,NA,6.49298643680233,-134.596433749491,-3.34927039015209,-13.4802500182311,30.3297586867463,-15.9059017268854,3.32,1.63,NA,NA,NA,92.5,2217,6.4,663266,592791,624431,519203,650402,518626,643396,608336,543305,592450,54.1,NA,NA,NA,NA,NA,NA,NA,22,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",201,0,0.062
"338","CH",2022-05-27,85.3,2.11,5.7,"Quintana, José",640492,500779,"field_out","hit_into_play",NA,NA,NA,NA,14,"Jose Azocar grounds out softly, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","SD","PIT","X",1,"ground_ball",0,1,2022,0.87,0.55,0.89,1.25,NA,NA,595751,2,5,"Bot",129.08,195.88,NA,NA,623168,NA,NA,-4.62770500017556,-124.080200286851,-5.22859639046944,9.9861081064514,27.2845626156989,-25.5585026154848,3.31,1.6,1,43.7,-58,85.2,1235,6.5,662281,500779,623168,656308,642165,666801,660636,669261,668804,668751,54.03,0.263,0.247,0,1,0,0,1,38,2,"Changeup",0,3,0,3,3,0,0,3,"Standard","Standard",134,-0.024,-0.184
"339","SI",2022-05-27,91.1,2.01,5.68,"Quintana, José",640492,500779,"","called_strike",NA,NA,NA,NA,9,"Jose Azocar grounds out softly, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","SD","PIT","S",NA,"",0,0,2022,0.98,1.46,0.36,1.86,NA,NA,595751,2,5,"Bot",NA,NA,NA,NA,623168,NA,NA,-6.29763460732269,-132.245354024684,-6.72479577325097,12.9339581015305,33.2679207746647,-13.8470443578197,3.33,1.6,NA,NA,NA,90.9,2081,6.7,662281,500779,623168,656308,642165,666801,660636,669261,668804,668751,53.81,NA,NA,NA,NA,NA,NA,NA,38,1,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",159,0,-0.039
"340","CH",2022-05-27,85,2.1,5.69,"Quintana, José",595751,500779,"single","hit_into_play",NA,NA,NA,NA,14,"Jorge Alfaro singles on a ground ball to pitcher Jose Quintana.","R","R","L","SD","PIT","X",1,"ground_ball",0,1,2022,1,-0.01,1.02,2.24,NA,NA,NA,2,5,"Bot",114.01,183.58,NA,NA,623168,NA,NA,-4.55287488955647,-123.620830164012,-1.7116192528752,11.1337831809783,26.4772154639552,-32.1449420938501,3.61,1.65,1,69.8,-59,84.9,1160,6.4,662281,500779,623168,656308,642165,666801,660636,669261,668804,668751,54.09,0.263,0.258,0.9,1,1,0,2,37,2,"Changeup",0,3,0,3,3,0,0,3,"Infield shift","Standard",125,0.014,0.143
"341","CH",2022-05-27,86.9,2.21,5.67,"Quintana, José",595751,500779,"","foul",NA,NA,NA,NA,9,"Jorge Alfaro singles on a ground ball to pitcher Jose Quintana.","R","R","L","SD","PIT","S",NA,"",0,0,2022,0.98,0.17,0.73,2,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,623168,NA,NA,-5.59315677033287,-126.341185330851,-2.82638233762693,11.7467745503513,31.3915341806588,-29.9060914794671,3.61,1.65,203,73,46,86.6,1141,6.6,662281,500779,623168,656308,642165,666801,660636,669261,668804,668751,53.85,NA,NA,NA,NA,NA,NA,NA,37,1,"Changeup",0,3,0,3,3,0,0,3,"Infield shift","Standard",132,0,-0.018
"342","CH",2022-05-27,85.7,2.33,5.73,"Quintana, José",630105,500779,"field_out","hit_into_play",NA,NA,NA,NA,6,"Jake Cronenworth grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","L","L","SD","PIT","X",1,"ground_ball",1,1,2022,0.62,0.62,0.66,2.78,NA,NA,NA,0,5,"Bot",129,172.68,NA,NA,623168,NA,NA,-5.2343063503475,-124.70344281259,-1.93064679902882,7.57796469875328,26.9594292592044,-25.5064858394304,3.42,1.65,5,68.6,-26,85.7,1220,6.4,662281,500779,623168,656308,642165,666801,660636,669261,668804,668751,54.06,0.063,0.062,0,1,0,0,2,35,3,"Changeup",0,3,0,3,3,0,0,3,"Standard","Standard",135,-0.025,-0.213
"343","SI",2022-05-27,90.4,2.19,5.77,"Quintana, José",630105,500779,"","called_strike",NA,NA,NA,NA,9,"Jake Cronenworth grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","L","L","SD","PIT","S",NA,"",1,0,2022,0.92,1.3,0.33,1.84,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,623168,NA,NA,-6.6317628021592,-131.265426980666,-6.60596510279827,12.0319515163657,29.8340553464218,-15.8693390046351,3.37,1.56,NA,NA,NA,90.5,2151,6.6,662281,500779,623168,656308,642165,666801,660636,669261,668804,668751,53.87,NA,NA,NA,NA,NA,NA,NA,35,2,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",158,0,-0.044
"344","SI",2022-05-27,90.3,2.28,5.72,"Quintana, José",630105,500779,"","ball",NA,NA,NA,NA,12,"Jake Cronenworth grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","L","L","SD","PIT","B",NA,"",0,0,2022,1.25,1.03,1.25,3.3,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,623168,NA,NA,-5.25311609217359,-131.295873281292,-2.1614580393287,15.5858207606264,31.9674088972066,-20.1499330235218,3.42,1.53,NA,NA,NA,90.1,1978,6.5,662281,500779,623168,656308,642165,666801,660636,669261,668804,668751,53.96,NA,NA,NA,NA,NA,NA,NA,35,1,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",160,0,0.034
"345","SI",2022-05-09,91.7,2.26,5.89,"Quintana, José",605141,500779,"field_out","hit_into_play",NA,NA,NA,NA,9,"Mookie Betts grounds out softly, pitcher Jose Quintana to first baseman Yoshi Tsutsugo.","R","R","L","PIT","LAD","X",1,"ground_ball",0,0,2022,1.27,1.03,0.37,1.46,NA,NA,NA,0,1,"Top",126.32,180.86,NA,NA,605421,NA,NA,-7.51890869802491,-133.132337306594,-7.49992111580736,16.7615576358594,30.9942168345728,-18.4855108334844,3.2,1.49,1,49,-48,91.4,2168,6.4,662287,500779,605421,660294,656308,663647,660636,592325,545350,669261,54.1,0.163,0.147,0,1,0,0,1,1,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",161,0.022,-0.222
"346","CH",2022-05-04,85.9,2.27,5.79,"Quintana, José",656537,500779,"force_out","hit_into_play",NA,NA,NA,NA,9,"Derek Hill grounds into a force out, pitcher Jose Quintana to second baseman Josh VanMeter.   Eric Haase out at 2nd.    Derek Hill to 1st.","R","R","L","DET","PIT","X",1,"ground_ball",0,0,2022,0.96,0.57,0.48,1.58,NA,NA,606992,0,5,"Bot",127.96,183.69,NA,NA,547379,NA,NA,-6.18002064599801,-124.896034039148,-4.87265346802947,11.2534529714781,25.5220047808641,-25.3910765814788,3.45,1.58,1,80.8,-59,85.9,1330,6.4,662839,500779,547379,656308,642165,663647,660636,545350,668804,592325,54.12,0.217,0.195,0,1,0,0,2,40,1,"Changeup",1,2,1,2,2,1,1,2,"Standard","Standard",131,-0.05,-0.508
"347","CH",2022-05-04,86.6,2.37,5.81,"Quintana, José",408234,500779,"field_out","hit_into_play",NA,NA,NA,NA,5,"Miguel Cabrera grounds out softly, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","DET","PIT","X",1,"ground_ball",2,0,2022,0.84,0.77,0.04,2.36,NA,NA,NA,2,3,"Bot",136.9,186.38,NA,NA,547379,NA,NA,-7.2738736214089,-125.903104766167,-3.54122282649628,10.4861174286449,28.2462924732721,-23.4453643822775,3.54,1.8,2,45.6,-55,86.3,1404,6.4,662839,500779,547379,656308,642165,663647,660636,545350,668804,592325,54.11,0.249,0.236,0,1,0,0,1,26,3,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",135,-0.013,-0.136
"348","CH",2022-05-04,86,2.32,5.83,"Quintana, José",408234,500779,"","ball",NA,NA,NA,NA,14,"Miguel Cabrera grounds out softly, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","DET","PIT","B",NA,"",1,0,2022,0.59,0.7,0.19,1.17,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,547379,NA,NA,-6.24306731314047,-124.968879812223,-6.1656599224108,7.45773762583662,26.8642496226773,-23.7062714602567,3.64,1.8,NA,NA,NA,85.8,1265,6.4,662839,500779,547379,656308,642165,663647,660636,545350,668804,592325,54.11,NA,NA,NA,NA,NA,NA,NA,26,2,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",133,0,0.025
"349","CH",2022-05-04,85.6,2.29,5.85,"Quintana, José",408234,500779,"","ball",NA,NA,NA,NA,14,"Miguel Cabrera grounds out softly, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","DET","PIT","B",NA,"",0,0,2022,1.17,-0.01,0.99,1.62,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,547379,NA,NA,-5.45333898335555,-124.481145353529,-3.60368423085391,13.2507020902322,29.0127907038837,-31.6564715215771,3.62,1.8,NA,NA,NA,85.2,1296,6.4,662839,500779,547379,656308,642165,663647,660636,545350,668804,592325,54.06,NA,NA,NA,NA,NA,NA,NA,26,1,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",124,0,0.016
"350","FF",2022-05-04,90.8,2.29,5.81,"Quintana, José",595879,500779,"field_out","hit_into_play",NA,NA,NA,NA,1,"Javier Baez grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","DET","PIT","X",1,"ground_ball",2,1,2022,-0.04,1.08,-0.31,2.91,NA,NA,NA,1,3,"Bot",128.46,185.21,NA,NA,547379,NA,NA,-6.42044155177313,-132.120063526279,-3.70957245311201,0.743725936705073,25.7133070404983,-18.9022509307068,3.46,1.64,19,83.5,-8,91.2,2115,6.4,662839,500779,547379,656308,642165,663647,660636,545350,668804,592325,54.14,0.134,0.129,0,1,0,0,2,25,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",158,-0.019,-0.183
"351","FF",2022-05-04,89.5,2.25,5.85,"Quintana, José",595879,500779,"","ball",NA,NA,NA,NA,11,"Javier Baez grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","DET","PIT","B",NA,"",1,1,2022,0.04,1.06,-0.07,4.26,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,547379,NA,NA,-5.80335821961329,-130.261435192528,-0.180238048547427,1.61608140464567,26.0457945142415,-20.2469549115653,3.52,1.63,NA,NA,NA,89.9,1941,6.4,662839,500779,547379,656308,642165,663647,660636,545350,668804,592325,54.11,NA,NA,NA,NA,NA,NA,NA,25,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",152,0,0.035
"352","CH",2022-05-04,84.9,2.36,5.91,"Quintana, José",595879,500779,"","foul",NA,NA,NA,NA,14,"Javier Baez grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","DET","PIT","S",NA,"",1,0,2022,1.09,0.54,1.27,1.88,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,547379,NA,NA,-4.72060860067482,-123.488071540696,-4.19756184946047,12.0889458516711,25.1070166056687,-25.9660081485494,3.46,1.64,NA,NA,NA,84.9,1397,6.3,662839,500779,547379,656308,642165,663647,660636,545350,668804,592325,54.16,NA,NA,NA,NA,NA,NA,NA,25,2,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",127,0,-0.033
"353","CH",2022-05-04,87,2.33,5.82,"Quintana, José",595879,500779,"","ball",NA,NA,NA,NA,13,"Javier Baez grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","DET","PIT","B",NA,"",0,0,2022,0.61,0.74,-0.43,1.21,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,547379,NA,NA,-7.85649573133107,-126.439529355537,-6.4153080686486,8.06958542820472,25.2248500766107,-23.0970184227423,3.52,1.62,NA,NA,NA,87.2,1318,6.5,662839,500779,547379,656308,642165,663647,660636,545350,668804,592325,54.05,NA,NA,NA,NA,NA,NA,NA,25,1,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",134,0,0.023
"354","CH",2022-04-28,85.6,2.5,5.74,"Quintana, José",456715,500779,"field_out","hit_into_play",NA,NA,NA,NA,14,"Lorenzo Cain grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","PIT","MIL","X",1,"ground_ball",1,2,2022,1.18,0.1,1.52,2.1,NA,NA,NA,1,2,"Top",127.01,174.45,NA,NA,547379,NA,NA,-4.7055672100669,-124.517764287687,-2.41899055294671,13.1840896771945,29.4037191297754,-30.8575784139441,3.81,1.82,3,61.3,-30,85.3,1358,6.5,662295,500779,547379,656308,642165,663647,660636,592325,668804,669261,53.97,0.054,0.051,0,1,0,0,2,9,5,"Changeup",0,1,1,0,1,0,1,0,"Standard","Standard",129,0.015,-0.113
"355","FF",2022-04-28,90.7,2.32,5.81,"Quintana, José",456715,500779,"","foul",NA,NA,NA,NA,4,"Lorenzo Cain grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","PIT","MIL","S",NA,"",1,2,2022,-0.07,1.24,-0.38,3.08,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,547379,NA,NA,-6.63691350101455,-131.943252544171,-3.54681424400743,0.675500968782519,29.9854626281642,-17.2032616960509,3.81,1.82,5,87.6,-32,91,1968,6.7,662295,500779,547379,656308,642165,663647,660636,592325,668804,669261,53.83,NA,NA,NA,NA,NA,NA,NA,9,4,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",159,0,0
"356","FF",2022-04-28,89.9,2.52,5.73,"Quintana, José",456715,500779,"","ball",NA,NA,NA,NA,12,"Lorenzo Cain grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","PIT","MIL","B",NA,"",0,2,2022,0.04,1.08,1.05,4.59,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,547379,NA,NA,-3.74988165088275,-130.901047323825,0.90663612279737,1.29379258337452,29.2405900836317,-20.2638983314216,3.83,1.93,NA,NA,NA,90.4,1985,6.7,662295,500779,547379,656308,642165,663647,660636,592325,668804,669261,53.83,NA,NA,NA,NA,NA,NA,NA,9,3,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",168,0,0.011
"357","FF",2022-04-28,90.4,2.45,5.82,"Quintana, José",456715,500779,"","swinging_strike",NA,NA,NA,NA,2,"Lorenzo Cain grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","PIT","MIL","S",NA,"",0,1,2022,0.08,1.08,0.19,3.86,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,547379,NA,NA,-5.81109829744232,-131.56930051631,-1.24120979754531,2.19413909781664,28.514044684559,-19.5656970891332,3.81,1.82,NA,NA,NA,90.7,2044,6.5,662295,500779,547379,656308,642165,663647,660636,592325,668804,669261,53.99,NA,NA,NA,NA,NA,NA,NA,9,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",165,0,-0.033
"358","CH",2022-04-28,86,2.25,5.85,"Quintana, José",456715,500779,"","foul",NA,NA,NA,NA,6,"Lorenzo Cain grounds out, pitcher Jose Quintana to first baseman Michael Chavis.","R","R","L","PIT","MIL","S",NA,"",0,0,2022,0.85,0.47,0.66,2.54,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,547379,NA,NA,-5.50187144154739,-125.022494895287,-2.44482511548495,10.0450432280125,28.9551675569475,-27.0143955567289,3.81,1.82,167,63.9,39,85.9,1384,6.6,662295,500779,547379,656308,642165,663647,660636,592325,668804,669261,53.91,NA,NA,NA,NA,NA,NA,NA,9,1,"Changeup",0,1,1,0,1,0,1,0,"Standard","Standard",133,0,-0.024
"359","FF",2022-04-22,89.7,2.19,5.8,"Quintana, José",542340,500779,"field_out","hit_into_play",NA,NA,NA,NA,6,"Jonathan Villar grounds out, pitcher Jose Quintana to first baseman Michael Chavis.   Patrick Wisdom to 2nd.","R","R","L","CHC","PIT","X",1,"ground_ball",3,2,2022,0.42,1.33,0.48,2.72,NA,NA,621550,1,2,"Bot",127.83,185.11,NA,NA,547379,NA,NA,-5.14659435830748,-130.4943279066,-4.40424471306847,5.93296736368625,29.5014085474081,-16.2800893914311,3.45,1.66,75,100.7,2,89.7,1887,6.5,663195,500779,547379,656308,642165,663647,621028,546990,668804,545350,54.02,0.511,0.478,0,1,0,0,4,16,7,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",153,-0.02,-0.439
"360","FF",2022-04-22,91.9,2.25,5.83,"Quintana, José",542340,500779,"","foul",NA,NA,NA,NA,12,"Jonathan Villar grounds out, pitcher Jose Quintana to first baseman Michael Chavis.   Patrick Wisdom to 2nd.","R","R","L","CHC","PIT","S",NA,"",3,2,2022,0.38,1.3,0.1,4.06,NA,NA,621550,1,2,"Bot",NA,NA,NA,NA,547379,NA,NA,-6.28550784578609,-133.686812946959,-1.42738465251982,5.93767408996078,28.8442615197341,-16.5416083359082,3.45,1.66,NA,NA,NA,92.1,2047,6.4,663195,500779,547379,656308,642165,663647,621028,546990,668804,545350,54.08,NA,NA,NA,NA,NA,NA,NA,16,6,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",154,0,0
"361","CH",2022-04-22,85.3,2.26,5.78,"Quintana, José",542340,500779,"","ball",NA,NA,NA,NA,14,"Jonathan Villar grounds out, pitcher Jose Quintana to first baseman Michael Chavis.   Patrick Wisdom to 2nd.","R","R","L","CHC","PIT","B",NA,"",2,2,2022,1.17,0.57,0.25,1.38,NA,NA,621550,1,2,"Bot",NA,NA,NA,NA,547379,NA,NA,-7.09305459373969,-124.009004140739,-5.20472616360407,13.4631845354619,25.4011109786127,-25.3867989211852,3.53,1.8,NA,NA,NA,85.5,1341,6.5,663195,500779,547379,656308,642165,663647,621028,546990,668804,545350,53.96,NA,NA,NA,NA,NA,NA,NA,16,5,"Changeup",0,2,0,2,2,0,0,2,"Standard","Standard",130,0,0.094
"362","FF",2022-04-22,90.8,2.28,5.81,"Quintana, José",542340,500779,"","foul",NA,NA,NA,NA,11,"Jonathan Villar grounds out, pitcher Jose Quintana to first baseman Michael Chavis.   Patrick Wisdom to 2nd.","R","R","L","CHC","PIT","S",NA,"",2,1,2022,0.33,1.55,-1.34,2.9,NA,NA,621550,1,2,"Bot",NA,NA,NA,NA,547379,NA,NA,-9.77360720023012,-131.802562720184,-4.60282030969742,6.11862621357741,30.8828528184788,-13.3447855294318,3.45,1.66,NA,NA,NA,90.5,2115,6.5,663195,500779,547379,656308,642165,663647,621028,546990,668804,545350,54.01,NA,NA,NA,NA,NA,NA,NA,16,4,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",158,0,-0.086
"363","FF",2022-04-22,89.5,2.1,5.83,"Quintana, José",542340,500779,"","ball",NA,NA,NA,NA,11,"Jonathan Villar grounds out, pitcher Jose Quintana to first baseman Michael Chavis.   Patrick Wisdom to 2nd.","R","R","L","CHC","PIT","B",NA,"",1,1,2022,0.03,1.28,-1.91,2.78,NA,NA,621550,1,2,"Bot",NA,NA,NA,NA,547379,NA,NA,-10.005071398528,-129.898022867562,-4.13525548902672,2.6551096016732,30.7935729512511,-17.048780291674,3.59,1.77,NA,NA,NA,89.4,2050,6.7,663195,500779,547379,656308,642165,663647,621028,546990,668804,545350,53.81,NA,NA,NA,NA,NA,NA,NA,16,3,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",152,0,0.09
"364","FF",2022-04-22,90.5,2.24,5.84,"Quintana, José",542340,500779,"","foul",NA,NA,NA,NA,11,"Jonathan Villar grounds out, pitcher Jose Quintana to first baseman Michael Chavis.   Patrick Wisdom to 2nd.","R","R","L","CHC","PIT","S",NA,"",1,0,2022,0.09,1.61,-0.9,2.94,NA,NA,621550,1,2,"Bot",NA,NA,NA,NA,547379,NA,NA,-8.03879756860146,-131.500846491233,-4.6720803431103,2.88668669734275,31.1993002251465,-12.697743422057,3.45,1.66,NA,NA,NA,90.2,2008,6.4,663195,500779,547379,656308,642165,663647,621028,546990,668804,545350,54.05,NA,NA,NA,NA,NA,NA,NA,16,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",158,0,-0.07
"365","FF",2022-04-22,90.1,2.22,5.8,"Quintana, José",542340,500779,"","ball",NA,NA,NA,NA,11,"Jonathan Villar grounds out, pitcher Jose Quintana to first baseman Michael Chavis.   Patrick Wisdom to 2nd.","R","R","L","CHC","PIT","B",NA,"",0,0,2022,0,1.56,-1.94,2.71,NA,NA,621550,1,2,"Bot",NA,NA,NA,NA,547379,NA,NA,-10.3301333804204,-130.647133225431,-4.92359576178662,2.46240635893152,30.5461592889408,-13.5085025587712,3.64,1.73,NA,NA,NA,89.7,2064,6.5,663195,500779,547379,656308,642165,663647,621028,546990,668804,545350,54.03,NA,NA,NA,NA,NA,NA,NA,16,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",152,0,0.042
"366","FF",2022-04-17,90.2,2.38,5.81,"Quintana, José",443558,500779,"field_out","hit_into_play",NA,NA,NA,NA,1,"Nelson Cruz grounds out softly, pitcher Jose Quintana to first baseman Yoshi Tsutsugo.","R","R","L","PIT","WSH","X",1,"ground_ball",0,1,2022,-0.06,1.03,-0.81,3.15,NA,NA,NA,2,1,"Top",126.47,178.32,NA,NA,547379,NA,NA,-7.8183775526509,-131.102229658563,-2.83300195853339,0.986206855594515,28.4391446465795,-19.8572567232192,3.47,1.59,13,45.4,-11,90.2,1941,6.4,662294,500779,547379,660294,642165,656308,660636,592325,545350,657061,54.07,0.206,0.211,0,1,0,0,1,3,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",165,0.01,-0.077
"367","CU",2022-04-17,78.7,2.41,5.88,"Quintana, José",443558,500779,"","called_strike",NA,NA,NA,NA,9,"Nelson Cruz grounds out softly, pitcher Jose Quintana to first baseman Yoshi Tsutsugo.","R","R","L","PIT","WSH","S",NA,"",0,0,2022,-0.53,-0.96,0.34,2.12,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,547379,NA,NA,-3.4866993826817,-114.397237184121,0.596352646177688,-3.83360014949501,25.246156253137,-40.833433180011,3.52,1.59,NA,NA,NA,77.8,2200,6.2,662294,500779,547379,660294,642165,656308,660636,592325,545350,657061,54.34,NA,NA,NA,NA,NA,NA,NA,3,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",306,0,-0.018
"368","CH",2022-05-26,88.2,-1.85,5.53,"Wright, Kyle",546318,657140,"field_out","hit_into_play",NA,NA,NA,NA,7,"Odubel Herrera grounds out, first baseman Matt Olson to pitcher Kyle Wright.","R","L","R","ATL","PHI","X",3,"ground_ball",2,2,2022,-1.13,-0.19,-0.61,1.96,NA,NA,NA,1,5,"Top",150.89,167.96,NA,NA,518595,NA,NA,5.396580824299,-128.3494439208,-2.13714901539256,-13.6058203495837,28.9727025029923,-34.0185740989066,3.32,1.58,2,86,-48,88.5,1489,6.7,661574,657140,518595,621566,645277,663586,621020,606115,628338,594807,53.79,0.131,0.137,0,1,0,0,2,33,6,"Changeup",0,1,1,0,1,0,1,0,"Standard","Standard",257,0.017,-0.135
"369","CU",2022-05-26,84,-1.77,5.63,"Wright, Kyle",546318,657140,"","foul",NA,NA,NA,NA,9,"Odubel Herrera grounds out, first baseman Matt Olson to pitcher Kyle Wright.","R","L","R","ATL","PHI","S",NA,"",2,2,2022,0.54,-0.91,0.36,1.74,NA,NA,NA,1,5,"Top",NA,NA,NA,NA,518595,NA,NA,3.89381443578217,-122.386306400677,-0.796955364952178,4.60473154290077,24.4229867780647,-41.4083963660281,3.32,1.58,5,102.4,-20,84.5,2622,6.6,661574,657140,518595,621566,645277,663586,621020,606115,628338,594807,53.92,NA,NA,NA,NA,NA,NA,NA,33,5,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",44,0,0
"370","CU",2022-05-26,83.3,-1.87,5.63,"Wright, Kyle",546318,657140,"","called_strike",NA,NA,NA,NA,5,"Odubel Herrera grounds out, first baseman Matt Olson to pitcher Kyle Wright.","R","L","R","ATL","PHI","S",NA,"",2,1,2022,0.73,-0.87,-0.05,2.43,NA,NA,NA,1,5,"Top",NA,NA,NA,NA,518595,NA,NA,2.73348064280509,-121.27521614617,0.802425358201537,6.68175230473402,24.0828094587957,-41.1203084982006,3.37,1.59,NA,NA,NA,83.4,2624,6.4,661574,657140,518595,621566,645277,663586,621020,606115,628338,594807,54.12,NA,NA,NA,NA,NA,NA,NA,33,4,"Curveball",0,1,1,0,1,0,1,0,"Infield shift","Standard",55,0,-0.048
"371","CH",2022-05-26,85.5,-2.04,5.6,"Wright, Kyle",546318,657140,"","foul",NA,NA,NA,NA,5,"Odubel Herrera grounds out, first baseman Matt Olson to pitcher Kyle Wright.","R","L","R","ATL","PHI","S",NA,"",2,0,2022,-1.05,-0.03,-0.17,2.49,NA,NA,NA,1,5,"Top",NA,NA,NA,NA,518595,NA,NA,6.54188338605315,-124.367671369738,-1.01472539467832,-12.1605305098914,23.726932403936,-32.4938081473041,3.32,1.58,4,69.7,-30,86,1504,6.5,661574,657140,518595,621566,645277,663586,621020,606115,628338,594807,54,NA,NA,NA,NA,NA,NA,NA,33,3,"Changeup",0,1,1,0,1,0,1,0,"Infield shift","Standard",257,0,-0.047
"372","CH",2022-05-26,86.1,-2.01,5.69,"Wright, Kyle",546318,657140,"","ball",NA,NA,NA,NA,11,"Odubel Herrera grounds out, first baseman Matt Olson to pitcher Kyle Wright.","R","L","R","ATL","PHI","B",NA,"",1,0,2022,-1.34,0.11,-1.21,2.61,NA,NA,NA,1,5,"Top",NA,NA,NA,NA,518595,NA,NA,4.64950817354953,-125.263537167729,-1.27924162876841,-15.0751499941649,25.5023983466302,-30.9663841482143,3.45,1.59,NA,NA,NA,86.5,1565,6.6,661574,657140,518595,621566,645277,663586,621020,606115,628338,594807,53.93,NA,NA,NA,NA,NA,NA,NA,33,2,"Changeup",0,1,1,0,1,0,1,0,"Infield shift","Standard",255,0,0.049
