,all_star_status,team_id,team_full_name,linkBegin,link,fullLink,fullVenueLink,season,team_code,file_code,team_abbreviation,team_name,lat,long,location_name,venue_name,city,state,region,country,first_year_of_play,short_name,franchise_name,club_name,active,spring_league_id,spring_league_name,spring_league_link,spring_league_abbreviation,venue_id,,venue_link,spring_venue_id,spring_venue_link,league_id,league_name,league_link,division_id,division_name,division_link,sport_id,sport_link,sport_name,parent_org_name,parent_org_id,parent_abbr
29,N,120,Washington Nationals,https://statsapi.mlb.com,/api/v1/teams/120,https://statsapi.mlb.com/api/v1/teams/120,https://statsapi.mlb.com/api/v1/venues/3309,2022,was,was,WSH,Nationals,38.873,-77.0117,Washington,Nationals Park,Washington,DC,district of columbia,USA,1968,Washington,Washington,Nationals,TRUE,115,Grapefruit League,/api/v1/league/115,GL,3309,,/api/v1/venues/3309,5000,/api/v1/venues/5000,104,National League,/api/v1/league/104,204,National League East,/api/v1/divisions/204,1,/api/v1/sports/1,Major League Baseball,,NA,WAS
30,N,121,New York Mets,https://statsapi.mlb.com,/api/v1/teams/121,https://statsapi.mlb.com/api/v1/teams/121,https://statsapi.mlb.com/api/v1/venues/3289,2022,nyn,nym,NYM,Mets,40.7571,-73.848,Flushing,Citi Field,Flushing,NY,new york,USA,1962,NY Mets,New York,Mets,TRUE,115,Grapefruit League,/api/v1/league/115,GL,3289,,/api/v1/venues/3289,2856,/api/v1/venues/2856,104,National League,/api/v1/league/104,204,National League East,/api/v1/divisions/204,1,/api/v1/sports/1,Major League Baseball,,NA,NYM
99,N,460,Tri-City Dust Devils,https://statsapi.mlb.com,/api/v1/teams/460,https://statsapi.mlb.com/api/v1/teams/460,https://statsapi.mlb.com/api/v1/venues/2826,2022,tri,t460,TRI,Dust Devils,46.2669,-119.1741,Pasco,Gesa Stadium,Pasco,WA,washington,USA,2001,Tri-City,Tri-City,Dust Devils,TRUE,NA,,,,2826,,/api/v1/venues/2826,NA,,126,Northwest League,/api/v1/league/126,NA,NA,NA,13,/api/v1/sports/13,High-A,Los Angeles Angels,108,LAA
100,N,461,Eugene Emeralds,https://statsapi.mlb.com,/api/v1/teams/461,https://statsapi.mlb.com/api/v1/teams/461,https://statsapi.mlb.com/api/v1/venues/4109,2022,eug,t461,EUG,Emeralds,44.059,-123.0676,Eugene,PK Park,Eugene,OR,oregon,USA,1955,Eugene,Eugene,Emeralds,TRUE,NA,,,,4109,,/api/v1/venues/4109,NA,,126,Northwest League,/api/v1/league/126,NA,NA,NA,13,/api/v1/sports/13,High-A,San Francisco Giants,137,SFG
101,N,403,Everett AquaSox,https://statsapi.mlb.com,/api/v1/teams/403,https://statsapi.mlb.com/api/v1/teams/403,https://statsapi.mlb.com/api/v1/venues/2762,2022,eve,t403,EVE,AquaSox,47.9668,-122.2049,Everett,Funko Field,Everett,WA,washington,USA,1984,Everett,Everett,AquaSox,TRUE,NA,,,,2762,,/api/v1/venues/2762,NA,,126,Northwest League,/api/v1/league/126,NA,NA,NA,13,/api/v1/sports/13,High-A,Seattle Mariners,136,SEA
104,N,419,Hillsboro Hops,https://statsapi.mlb.com,/api/v1/teams/419,https://statsapi.mlb.com/api/v1/teams/419,https://statsapi.mlb.com/api/v1/venues/4429,2022,hil,t419,HIL,Hops,45.5544,-122.9106,Hillsboro,Ron Tonkin Field,Hillsboro,OR,oregon,USA,1946,Hillsboro,Hillsboro,Hops,TRUE,NA,,,,4429,,/api/v1/venues/4429,NA,,126,Northwest League,/api/v1/league/126,NA,NA,NA,13,/api/v1/sports/13,High-A,Arizona Diamondbacks,109,ARI
106,N,486,Spokane Indians,https://statsapi.mlb.com,/api/v1/teams/486,https://statsapi.mlb.com/api/v1/teams/486,https://statsapi.mlb.com/api/v1/venues/2730,2022,spo,t486,SPO,Indians,47.6622,-117.3478,Spokane,Avista Stadium,Spokane,WA,washington,USA,1946,Spokane,Spokane,Indians,TRUE,NA,,,,2730,,/api/v1/venues/2730,NA,,126,Northwest League,/api/v1/league/126,NA,NA,NA,13,/api/v1/sports/13,High-A,Colorado Rockies,115,COL
115,N,435,Vancouver Canadians,https://statsapi.mlb.com,/api/v1/teams/435,https://statsapi.mlb.com/api/v1/teams/435,https://statsapi.mlb.com/api/v1/venues/2817,2022,van,t435,VAN,Canadians,49.243,-123.1086,Vancouver,Nat Bailey Stadium,Vancouver,BC,british columbia,Canada,1967,Vancouver,Vancouver,Canadians,TRUE,NA,,,,2817,,/api/v1/venues/2817,NA,,126,Northwest League,/api/v1/league/126,NA,NA,NA,13,/api/v1/sports/13,High-A,Toronto Blue Jays,141,TOR
34,N,2310,Reno Aces,https://statsapi.mlb.com,/api/v1/teams/2310,https://statsapi.mlb.com/api/v1/teams/2310,https://statsapi.mlb.com/api/v1/venues/3789,2022,ren,t2310,RNO,Aces,39.5289,-119.8099,Reno,Greater Nevada Field,Reno,NV,nevada,USA,2009,Reno,Reno,Aces,TRUE,NA,,,,3789,,/api/v1/venues/3789,NA,,112,Pacific Coast League,/api/v1/league/112,231,Pacific Coast League West,/api/v1/divisions/231,11,/api/v1/sports/11,Triple-A,Arizona Diamondbacks,109,ARI
35,N,400,Las Vegas Aviators,https://statsapi.mlb.com,/api/v1/teams/400,https://statsapi.mlb.com/api/v1/teams/400,https://statsapi.mlb.com/api/v1/venues/5355,2022,lvg,t400,LV,Aviators,36.1528,-115.3319,Summerlin,Las Vegas Ballpark,Summerlin,NV,nevada,USA,1983,Las Vegas,Las Vegas,Aviators,TRUE,NA,,,,5355,,/api/v1/venues/5355,NA,,112,Pacific Coast League,/api/v1/league/112,231,Pacific Coast League West,/api/v1/divisions/231,11,/api/v1/sports/11,Triple-A,Oakland Athletics,133,OAK
36,N,529,Tacoma Rainiers,https://statsapi.mlb.com,/api/v1/teams/529,https://statsapi.mlb.com/api/v1/teams/529,https://statsapi.mlb.com/api/v1/venues/2745,2022,tac,t529,TAC,Rainiers,47.2381,-122.4997,Tacoma,Cheney Stadium,Tacoma,WA,washington,USA,1960,Tacoma,Tacoma,Rainiers,TRUE,NA,,,,2745,,/api/v1/venues/2745,NA,,112,Pacific Coast League,/api/v1/league/112,231,Pacific Coast League West,/api/v1/divisions/231,11,/api/v1/sports/11,Triple-A,Seattle Mariners,136,SEA
40,N,342,Albuquerque Isotopes,https://statsapi.mlb.com,/api/v1/teams/342,https://statsapi.mlb.com/api/v1/teams/342,https://statsapi.mlb.com/api/v1/venues/2683,2022,alb,t342,ABQ,Isotopes,35.067,-106.631,Albuquerque,Isotopes Park,Albuquerque,NM,new mexico,USA,1946,Albuquerque,Albuquerque,Isotopes,TRUE,NA,,,,2683,,/api/v1/venues/2683,NA,,112,Pacific Coast League,/api/v1/league/112,233,Pacific Coast League East,/api/v1/divisions/233,11,/api/v1/sports/11,Triple-A,Colorado Rockies,115,COL
45,N,102,Round Rock Express,https://statsapi.mlb.com,/api/v1/teams/102,https://statsapi.mlb.com/api/v1/teams/102,https://statsapi.mlb.com/api/v1/venues/2528,2022,rre,t102,RR,Express,30.5277,-97.6323,Round Rock,Dell Diamond,Round Rock,TX,texas,USA,2000,Round Rock,Round Rock,Express,TRUE,NA,,,,2528,,/api/v1/venues/2528,NA,,112,Pacific Coast League,/api/v1/league/112,233,Pacific Coast League East,/api/v1/divisions/233,11,/api/v1/sports/11,Triple-A,Texas Rangers,140,TEX
48,N,4904,El Paso Chihuahuas,https://statsapi.mlb.com,/api/v1/teams/4904,https://statsapi.mlb.com/api/v1/teams/4904,https://statsapi.mlb.com/api/v1/venues/4669,2022,elp,t4904,ELP,Chihuahuas,31.7593,-106.4947,El Paso,Southwest University Park,El Paso,TX,texas,USA,2014,El Paso,El Paso,Chihuahuas,TRUE,NA,,,,4669,,/api/v1/venues/4669,NA,,112,Pacific Coast League,/api/v1/league/112,233,Pacific Coast League East,/api/v1/divisions/233,11,/api/v1/sports/11,Triple-A,San Diego Padres,135,SDP
49,N,105,Sacramento River Cats,https://statsapi.mlb.com,/api/v1/teams/105,https://statsapi.mlb.com/api/v1/teams/105,https://statsapi.mlb.com/api/v1/venues/2529,2022,src,t105,SAC,River Cats,38.5805,-121.5157,Sacramento,Sutter Health Park,Sacramento,CA,california,USA,2000,Sacramento,Sacramento,River Cats,TRUE,NA,,,,2529,,/api/v1/venues/2529,NA,,112,Pacific Coast League,/api/v1/league/112,231,Pacific Coast League West,/api/v1/divisions/231,11,/api/v1/sports/11,Triple-A,San Francisco Giants,137,SFG
54,N,238,Oklahoma City Dodgers,https://statsapi.mlb.com,/api/v1/teams/238,https://statsapi.mlb.com/api/v1/teams/238,https://statsapi.mlb.com/api/v1/venues/2843,2022,okc,t238,OKC,Dodgers,35.4652,-97.5099,Oklahoma City,Chickasaw Bricktown Ballpark,Oklahoma City,OK,oklahoma,USA,1962,Okla. City,Oklahoma City,Dodgers,TRUE,NA,,,,2843,,/api/v1/venues/2843,NA,,112,Pacific Coast League,/api/v1/league/112,233,Pacific Coast League East,/api/v1/divisions/233,11,/api/v1/sports/11,Triple-A,Los Angeles Dodgers,119,LAD
56,N,561,Salt Lake Bees,https://statsapi.mlb.com,/api/v1/teams/561,https://statsapi.mlb.com/api/v1/teams/561,https://statsapi.mlb.com/api/v1/venues/2772,2022,slc,t561,SL,Bees,40.7406,-111.8948,Salt Lake City,Smith's Ballpark,Salt Lake City,UT,utah,USA,1994,Salt Lake,Salt Lake,Bees,TRUE,NA,,,,2772,,/api/v1/venues/2772,NA,,112,Pacific Coast League,/api/v1/league/112,231,Pacific Coast League West,/api/v1/divisions/231,11,/api/v1/sports/11,Triple-A,Los Angeles Angels,108,LAA
59,N,5434,Sugar Land Space Cowboys,https://statsapi.mlb.com,/api/v1/teams/5434,https://statsapi.mlb.com/api/v1/teams/5434,https://statsapi.mlb.com/api/v1/venues/5421,2022,sls,t5434,SUG,Space Cowboys,29.6224,-95.6495,Sugar Land,Constellation Field,Sugar Land,TX,texas,USA,2012,Sugar Land,Sugar Land,Space Cowboys,TRUE,NA,,,,5421,,/api/v1/venues/5421,NA,,112,Pacific Coast League,/api/v1/league/112,233,Pacific Coast League East,/api/v1/divisions/233,11,/api/v1/sports/11,Triple-A,Houston Astros,117,HOU
91,N,448,Hickory Crawdads,https://statsapi.mlb.com,/api/v1/teams/448,https://statsapi.mlb.com/api/v1/teams/448,https://statsapi.mlb.com/api/v1/venues/2796,2022,hic,t448,HIC,Crawdads,35.7491,-81.381,Hickory,L.P. Frans Stadium,Hickory,SC,south carolina,USA,1993,Hickory,Hickory,Crawdads,TRUE,NA,,,,2796,,/api/v1/venues/2796,NA,,116,South Atlantic League,/api/v1/league/116,238,South Atlantic League South,/api/v1/divisions/238,13,/api/v1/sports/13,High-A,Texas Rangers,140,TEX
92,N,2498,Bowling Green Hot Rods,https://statsapi.mlb.com,/api/v1/teams/2498,https://statsapi.mlb.com/api/v1/teams/2498,https://statsapi.mlb.com/api/v1/venues/3569,2022,bgr,t2498,BG,Hot Rods,36.9967,-86.4437,Bowling Green,Bowling Green Ballpark,Bowling Green,KY,kentucky,USA,2009,Bowling Green,Bowling Green,Hot Rods,TRUE,NA,,,,3569,,/api/v1/venues/3569,NA,,116,South Atlantic League,/api/v1/league/116,238,South Atlantic League South,/api/v1/divisions/238,13,/api/v1/sports/13,High-A,Tampa Bay Rays,139,TBR
93,N,580,Winston-Salem Dash,https://statsapi.mlb.com,/api/v1/teams/580,https://statsapi.mlb.com/api/v1/teams/580,https://statsapi.mlb.com/api/v1/venues/4089,2022,wsw,t580,WS,Dash,36.0922,-80.2571,Winston-Salem,Truist Stadium,Winston-Salem,NC,north carolina,USA,1945,Winston-Salem,Winston-Salem,Dash,TRUE,NA,,,,4089,,/api/v1/venues/4089,NA,,116,South Atlantic League,/api/v1/league/116,238,South Atlantic League South,/api/v1/divisions/238,13,/api/v1/sports/13,High-A,Chicago White Sox,145,CWS
94,N,453,Brooklyn Cyclones,https://statsapi.mlb.com,/api/v1/teams/453,https://statsapi.mlb.com/api/v1/teams/453,https://statsapi.mlb.com/api/v1/venues/2795,2022,bro,t453,BRK,Cyclones,40.5747,-73.9866,Brooklyn,Maimonides Park,Brooklyn,NY,new york,USA,2001,Brooklyn,Brooklyn,Cyclones,TRUE,NA,,,,2795,,/api/v1/venues/2795,NA,,116,South Atlantic League,/api/v1/league/116,237,South Atlantic League North,/api/v1/divisions/237,13,/api/v1/sports/13,High-A,New York Mets,121,NYM
102,N,537,Hudson Valley Renegades,https://statsapi.mlb.com,/api/v1/teams/537,https://statsapi.mlb.com/api/v1/teams/537,https://statsapi.mlb.com/api/v1/venues/2757,2022,hvr,t537,HV,Renegades,41.5279,-73.9637,Wappingers Falls,Dutchess Stadium,Wappingers Falls,NY,new york,USA,1994,Hudson Valley,Hudson Valley,Renegades,TRUE,NA,,,,2757,,/api/v1/venues/2757,NA,,116,South Atlantic League,/api/v1/league/116,237,South Atlantic League North,/api/v1/divisions/237,13,/api/v1/sports/13,High-A,New York Yankees,147,NYY
103,N,477,Greensboro Grasshoppers,https://statsapi.mlb.com,/api/v1/teams/477,https://statsapi.mlb.com/api/v1/teams/477,https://statsapi.mlb.com/api/v1/venues/2723,2022,gbo,t477,GBO,Grasshoppers,36.0763,-79.7971,Greensboro,First National Bank Field,Greensboro,NC,north carolina,USA,1945,Greensboro,Greensboro,Grasshoppers,TRUE,NA,,,,2723,,/api/v1/venues/2723,NA,,116,South Atlantic League,/api/v1/league/116,237,South Atlantic League North,/api/v1/divisions/237,13,/api/v1/sports/13,High-A,Pittsburgh Pirates,134,PIT
107,N,488,Aberdeen IronBirds,https://statsapi.mlb.com,/api/v1/teams/488,https://statsapi.mlb.com/api/v1/teams/488,https://statsapi.mlb.com/api/v1/venues/2837,2022,abe,t488,ABD,IronBirds,39.5307,-76.1891,Aberdeen,Leidos Field at Ripken Stadium,Aberdeen,MD,maryland,USA,2002,Aberdeen,Aberdeen,IronBirds,TRUE,NA,,,,2837,,/api/v1/venues/2837,NA,,116,South Atlantic League,/api/v1/league/116,237,South Atlantic League North,/api/v1/divisions/237,13,/api/v1/sports/13,High-A,Baltimore Orioles,110,BAL
109,N,426,Wilmington Blue Rocks,https://statsapi.mlb.com,/api/v1/teams/426,https://statsapi.mlb.com/api/v1/teams/426,https://statsapi.mlb.com/api/v1/venues/2793,2022,wil,t426,WIL,Blue Rocks,39.7322,-75.5672,Wilmington,Frawley Stadium,Wilmington,DE,delaware,USA,1993,Wilmington,Wilmington,Blue Rocks,TRUE,NA,,,,2793,,/api/v1/venues/2793,NA,,116,South Atlantic League,/api/v1/league/116,237,South Atlantic League North,/api/v1/divisions/237,13,/api/v1/sports/13,High-A,Washington Nationals,120,WAS
110,N,427,Jersey Shore BlueClaws,https://statsapi.mlb.com,/api/v1/teams/427,https://statsapi.mlb.com/api/v1/teams/427,https://statsapi.mlb.com/api/v1/venues/2866,2022,jer,t427,JS,BlueClaws,40.0752,-74.189,Lakewood,ShoreTown Ballpark,Lakewood,NJ,new jersey,USA,2001,Jersey Shore,Jersey Shore,BlueClaws,TRUE,NA,,,,2866,,/api/v1/venues/2866,NA,,116,South Atlantic League,/api/v1/league/116,237,South Atlantic League North,/api/v1/divisions/237,13,/api/v1/sports/13,High-A,Philadelphia Phillies,143,PHI
112,N,428,Greenville Drive,https://statsapi.mlb.com,/api/v1/teams/428,https://statsapi.mlb.com/api/v1/teams/428,https://statsapi.mlb.com/api/v1/venues/3429,2022,cap,t428,GVL,Drive,34.8422,-82.4104,Greenville,Fluor Field at the West End,Greenville,SC,south carolina,USA,2005,Greenville,Greenville,Drive,TRUE,NA,,,,3429,,/api/v1/venues/3429,NA,,116,South Atlantic League,/api/v1/league/116,238,South Atlantic League South,/api/v1/divisions/238,13,/api/v1/sports/13,High-A,Boston Red Sox,111,BOS
113,N,432,Rome Braves,https://statsapi.mlb.com,/api/v1/teams/432,https://statsapi.mlb.com/api/v1/teams/432,https://statsapi.mlb.com/api/v1/venues/2851,2022,rom,t432,ROM,Braves,34.286,-85.1694,Rome,AdventHealth Stadium,Rome,GA,georgia,USA,2003,Rome,Rome,Braves,TRUE,NA,,,,2851,,/api/v1/venues/2851,NA,,116,South Atlantic League,/api/v1/league/116,238,South Atlantic League South,/api/v1/divisions/238,13,/api/v1/sports/13,High-A,Atlanta Braves,144,ATL
120,N,573,Asheville Tourists,https://statsapi.mlb.com,/api/v1/teams/573,https://statsapi.mlb.com/api/v1/teams/573,https://statsapi.mlb.com/api/v1/venues/2807,2022,ash,t573,ASH,Tourists,35.5871,-82.5523,Asheville,McCormick Field,Asheville,NC,north carolina,USA,1959,Asheville,Asheville,Tourists,TRUE,NA,,,,2807,,/api/v1/venues/2807,NA,,116,South Atlantic League,/api/v1/league/116,238,South Atlantic League South,/api/v1/divisions/238,13,/api/v1/sports/13,High-A,Houston Astros,117,HOU
68,N,5015,Biloxi Shuckers,https://statsapi.mlb.com,/api/v1/teams/5015,https://statsapi.mlb.com/api/v1/teams/5015,https://statsapi.mlb.com/api/v1/venues/4960,2022,blx,t5015,BLX,Shuckers,30.3949,-88.8948,Biloxi,MGM Park,Biloxi,MS,mississippi,USA,2015,Biloxi,Biloxi,Shuckers,TRUE,NA,,,,4960,,/api/v1/venues/4960,NA,,111,Southern League,/api/v1/league/111,240,Southern League South,/api/v1/divisions/240,12,/api/v1/sports/12,Double-A,Milwaukee Brewers,158,MIL
70,N,4124,Pensacola Blue Wahoos,https://statsapi.mlb.com,/api/v1/teams/4124,https://statsapi.mlb.com/api/v1/teams/4124,https://statsapi.mlb.com/api/v1/venues/4329,2022,pen,t4124,PNS,Blue Wahoos,30.4047,-87.2186,Pensacola,Blue Wahoos Stadium,Pensacola,FL,florida,USA,2012,Pensacola,Pensacola,Blue Wahoos,TRUE,NA,,,,4329,,/api/v1/venues/4329,NA,,111,Southern League,/api/v1/league/111,240,Southern League South,/api/v1/divisions/240,12,/api/v1/sports/12,Double-A,Miami Marlins,146,MIA
77,N,421,Montgomery Biscuits,https://statsapi.mlb.com,/api/v1/teams/421,https://statsapi.mlb.com/api/v1/teams/421,https://statsapi.mlb.com/api/v1/venues/2814,2022,mon,t421,MTG,Biscuits,32.3814,-86.3132,Montgomery,Montgomery Riverwalk Stadium,Montgomery,AL,alabama,USA,1951,Montgomery,Montgomery,Biscuits,TRUE,NA,,,,2814,,/api/v1/venues/2814,NA,,111,Southern League,/api/v1/league/111,240,Southern League South,/api/v1/divisions/240,12,/api/v1/sports/12,Double-A,Tampa Bay Rays,139,TBR
78,N,553,Tennessee Smokies,https://statsapi.mlb.com,/api/v1/teams/553,https://statsapi.mlb.com/api/v1/teams/553,https://statsapi.mlb.com/api/v1/venues/2848,2022,ten,t553,TNS,Smokies,35.9889,-83.6068,Kodak,Smokies Stadium,Kodak,TN,tennessee,USA,1932,Tennessee,Tennessee,Smokies,TRUE,NA,,,,2848,,/api/v1/venues/2848,NA,,111,Southern League,/api/v1/league/111,239,Southern League North,/api/v1/divisions/239,12,/api/v1/sports/12,Double-A,Chicago Cubs,112,CHC
81,N,430,Mississippi Braves,https://statsapi.mlb.com,/api/v1/teams/430,https://statsapi.mlb.com/api/v1/teams/430,https://statsapi.mlb.com/api/v1/venues/2813,2022,msb,t430,MIS,Braves,32.2733,-90.1499,Pearl,Trustmark Park,Pearl,MS,mississippi,USA,2005,Mississippi,Mississippi,Braves,TRUE,NA,,,,2813,,/api/v1/venues/2813,NA,,111,Southern League,/api/v1/league/111,240,Southern League South,/api/v1/divisions/240,12,/api/v1/sports/12,Double-A,Atlanta Braves,144,ATL
82,N,559,Rocket City Trash Pandas,https://statsapi.mlb.com,/api/v1/teams/559,https://statsapi.mlb.com/api/v1/teams/559,https://statsapi.mlb.com/api/v1/venues/5455,2022,roc,t559,RCT,Trash Pandas,34.6838,-86.7296,Madison,Toyota Field,Madison,AL,alabama,USA,1985,Rocket City,Rocket City,Trash Pandas,TRUE,NA,,,,5455,,/api/v1/venues/5455,NA,,111,Southern League,/api/v1/league/111,239,Southern League North,/api/v1/divisions/239,12,/api/v1/sports/12,Double-A,Los Angeles Angels,108,LAA
83,N,498,Chattanooga Lookouts,https://statsapi.mlb.com,/api/v1/teams/498,https://statsapi.mlb.com/api/v1/teams/498,https://statsapi.mlb.com/api/v1/venues/2682,2022,cng,t498,CHA,Lookouts,35.054,-85.3156,Chattanooga,AT&T Field,Chattanooga,TN,tennessee,USA,1932,Chattanooga,Chattanooga,Lookouts,TRUE,NA,,,,2682,,/api/v1/venues/2682,NA,,111,Southern League,/api/v1/league/111,239,Southern League North,/api/v1/divisions/239,12,/api/v1/sports/12,Double-A,Cincinnati Reds,113,CIN
84,N,247,Birmingham Barons,https://statsapi.mlb.com,/api/v1/teams/247,https://statsapi.mlb.com/api/v1/teams/247,https://statsapi.mlb.com/api/v1/venues/4529,2022,bir,t247,BIR,Barons,33.5075,-86.8127,Birmingham,Regions Field,Birmingham,AL,alabama,USA,1932,Birmingham,Birmingham,Barons,TRUE,NA,,,,4529,,/api/v1/venues/4529,NA,,111,Southern League,/api/v1/league/111,239,Southern League North,/api/v1/divisions/239,12,/api/v1/sports/12,Double-A,Chicago White Sox,145,CWS
62,N,260,Tulsa Drillers,https://statsapi.mlb.com,/api/v1/teams/260,https://statsapi.mlb.com/api/v1/teams/260,https://statsapi.mlb.com/api/v1/venues/4149,2022,tul,t260,TUL,Drillers,36.1604,-95.9904,Tulsa,ONEOK Field,Tulsa,OK,oklahoma,USA,1977,Tulsa,Tulsa,Drillers,TRUE,NA,,,,4149,,/api/v1/venues/4149,NA,,109,Texas League,/api/v1/league/109,241,Texas League North,/api/v1/divisions/241,12,/api/v1/sports/12,Double-A,Los Angeles Dodgers,119,LAD
63,N,1350,Northwest Arkansas Naturals,https://statsapi.mlb.com,/api/v1/teams/1350,https://statsapi.mlb.com/api/v1/teams/1350,https://statsapi.mlb.com/api/v1/venues/3329,2022,nwa,t1350,NWA,Naturals,36.1597,-94.1968,Springdale,Arvest Ballpark,Springdale,AK,arkansas,USA,2008,NW Arkansas,NW Arkansas,Naturals,TRUE,NA,,,,3329,,/api/v1/venues/3329,NA,,109,Texas League,/api/v1/league/109,241,Texas League North,/api/v1/divisions/241,12,/api/v1/sports/12,Double-A,Kansas City Royals,118,KCR
71,N,540,Frisco RoughRiders,https://statsapi.mlb.com,/api/v1/teams/540,https://statsapi.mlb.com/api/v1/teams/540,https://statsapi.mlb.com/api/v1/venues/2755,2022,fri,t540,FRI,RoughRiders,33.0984,-96.8218,Frisco,Riders Field,Frisco,TX,texas,USA,2003,Frisco,Frisco,RoughRiders,TRUE,NA,,,,2755,,/api/v1/venues/2755,NA,,109,Texas League,/api/v1/league/109,242,Texas League South,/api/v1/divisions/242,12,/api/v1/sports/12,Double-A,Texas Rangers,140,TEX
73,N,482,Corpus Christi Hooks,https://statsapi.mlb.com,/api/v1/teams/482,https://statsapi.mlb.com/api/v1/teams/482,https://statsapi.mlb.com/api/v1/venues/2861,2022,cor,t482,CC,Hooks,27.8099,-97.4016,Corpus Christi,Whataburger Field,Corpus Christi,TX,texas,USA,1974,Corpus Christi,Corpus Christi,Hooks,TRUE,NA,,,,2861,,/api/v1/venues/2861,NA,,109,Texas League,/api/v1/league/109,242,Texas League South,/api/v1/divisions/242,12,/api/v1/sports/12,Double-A,Houston Astros,117,HOU
80,N,237,Midland RockHounds,https://statsapi.mlb.com,/api/v1/teams/237,https://statsapi.mlb.com/api/v1/teams/237,https://statsapi.mlb.com/api/v1/venues/2768,2022,mro,t237,MID,RockHounds,31.9878,-102.1585,Midland,Momentum Bank Ballpark,Midland,TX,texas,USA,1972,Midland,Midland,RockHounds,TRUE,NA,,,,2768,,/api/v1/venues/2768,NA,,109,Texas League,/api/v1/league/109,242,Texas League South,/api/v1/divisions/242,12,/api/v1/sports/12,Double-A,Oakland Athletics,133,OAK
85,N,5368,Amarillo Sod Poodles,https://statsapi.mlb.com,/api/v1/teams/5368,https://statsapi.mlb.com/api/v1/teams/5368,https://statsapi.mlb.com/api/v1/venues/5415,2022,ama,t5368,AMA,Sod Poodles,35.205,-101.8339,Amarillo,Hodgetown,Amarillo,TX,texas,USA,2019,Amarillo,Amarillo,Sod Poodles,TRUE,NA,,,,5415,,/api/v1/venues/5415,NA,,109,Texas League,/api/v1/league/109,242,Texas League South,/api/v1/divisions/242,12,/api/v1/sports/12,Double-A,Arizona Diamondbacks,109,ARI
86,N,440,Springfield Cardinals,https://statsapi.mlb.com,/api/v1/teams/440,https://statsapi.mlb.com/api/v1/teams/440,https://statsapi.mlb.com/api/v1/venues/2722,2022,spr,t440,SPR,Cardinals,37.2115,-93.2837,Springfield,Hammons Field,Springfield,MO,missouri,USA,2005,Springfield,Springfield,Cardinals,TRUE,NA,,,,2722,,/api/v1/venues/2722,NA,,109,Texas League,/api/v1/league/109,241,Texas League North,/api/v1/divisions/241,12,/api/v1/sports/12,Double-A,St. Louis Cardinals,138,STL
88,N,3898,Wichita Wind Surge,https://statsapi.mlb.com,/api/v1/teams/3898,https://statsapi.mlb.com/api/v1/teams/3898,https://statsapi.mlb.com/api/v1/venues/5450,2022,wch,t3898,WCH,Wind Surge,37.6813,-97.3477,Wichita,Riverfront Stadium,Wichita,KS,kansas,USA,1970,Wichita,Wichita,Wind Surge,TRUE,NA,,,,5450,,/api/v1/venues/5450,NA,,109,Texas League,/api/v1/league/109,241,Texas League North,/api/v1/divisions/241,12,/api/v1/sports/12,Double-A,Minnesota Twins,142,MIN
89,N,574,Arkansas Travelers,https://statsapi.mlb.com,/api/v1/teams/574,https://statsapi.mlb.com/api/v1/teams/574,https://statsapi.mlb.com/api/v1/venues/3389,2022,ark,t574,ARK,Travelers,34.7562,-92.2756,North Little Rock,Dickey-Stephens Park,North Little Rock,AK,arkansas,USA,1932,Arkansas,Arkansas,Travelers,TRUE,NA,,,,3389,,/api/v1/venues/3389,NA,,109,Texas League,/api/v1/league/109,241,Texas League North,/api/v1/divisions/241,12,/api/v1/sports/12,Double-A,Seattle Mariners,136,SEA
90,N,510,San Antonio Missions,https://statsapi.mlb.com,/api/v1/teams/510,https://statsapi.mlb.com/api/v1/teams/510,https://statsapi.mlb.com/api/v1/venues/2818,2022,san,t510,SA,Missions,29.409,-98.6032,San Antonio,Nelson Wolff Stadium,San Antonio,TX,texas,USA,1946,San Antonio,San Antonio,Missions,TRUE,NA,,,,2818,,/api/v1/venues/2818,NA,,109,Texas League,/api/v1/league/109,242,Texas League South,/api/v1/divisions/242,12,/api/v1/sports/12,Double-A,San Diego Padres,135,SDP
